,TCGA-A6-2671-01A,TCGA-A6-2674-01A,TCGA-A6-2676-01A,TCGA-A6-2677-01A,TCGA-A6-2677-01B,TCGA-A6-2678-01A,TCGA-A6-2679-01A,TCGA-A6-2680-01A,TCGA-A6-2681-01A,TCGA-A6-2682-01A,TCGA-A6-2683-01A,TCGA-A6-2684-01A,TCGA-A6-2684-01C,TCGA-A6-3807-01A,TCGA-A6-3808-01A,TCGA-A6-3809-01A,TCGA-A6-3809-01B,TCGA-A6-3810-01A,TCGA-A6-3810-01B,TCGA-A6-5656-01A,TCGA-A6-5656-01B,TCGA-A6-5659-01A,TCGA-A6-5659-01B,TCGA-A6-6141-01A,TCGA-A6-6650-01A,TCGA-A6-6650-01B,TCGA-A6-6780-01A,TCGA-A6-6780-01B,TCGA-A6-6781-01A,TCGA-A6-A565-01A,TCGA-A6-A566-01A,TCGA-A6-A567-01A,TCGA-A6-A56B-01A,TCGA-AA-3494-01A,TCGA-AA-3495-01A,TCGA-AA-3502-01A,TCGA-AA-3509-01A,TCGA-AA-3510-01A,TCGA-AA-3514-01A,TCGA-AA-3516-01A,TCGA-AA-3518-01A,TCGA-AA-3529-01A,TCGA-AA-3534-01A,TCGA-AA-3548-01A,TCGA-AA-3549-01A,TCGA-AA-3553-01A,TCGA-AA-3555-01A,TCGA-AA-3558-01A,TCGA-AA-3664-01A,TCGA-AA-3666-01A,TCGA-AA-3672-01A,TCGA-AA-3675-01A,TCGA-AA-3681-01A,TCGA-AA-3685-01A,TCGA-AA-3688-01A,TCGA-AA-3692-01A,TCGA-AA-3693-01A,TCGA-AA-3715-01A,TCGA-AA-3812-01A,TCGA-AA-3861-01A,TCGA-AA-3947-01A,TCGA-AA-3956-01A,TCGA-AA-3966-01A,TCGA-AA-3968-01A,TCGA-AA-3970-01A,TCGA-AA-3977-01A,TCGA-AA-3994-01A,TCGA-AA-A00N-01A,TCGA-AA-A00Q-01A,TCGA-AA-A00R-01A,TCGA-AA-A00U-01A,TCGA-AA-A00Z-01A,TCGA-AA-A010-01A,TCGA-AA-A01C-01A,TCGA-AA-A01D-01A,TCGA-AA-A01G-01A,TCGA-AA-A01I-01A,TCGA-AA-A01K-01A,TCGA-AA-A01P-01A,TCGA-AA-A01Q-01A,TCGA-AA-A01R-01A,TCGA-AA-A01S-01A,TCGA-AA-A01T-01A,TCGA-AA-A01V-01A,TCGA-AA-A01X-01A,TCGA-AA-A02K-01A,TCGA-AA-A02O-01A,TCGA-AA-A02R-01A,TCGA-AA-A02W-01A,TCGA-AA-A02Y-01A,TCGA-AA-A03F-01A,TCGA-AA-A03J-01A,TCGA-AA-A03J-11A,TCGA-AD-A5EJ-01A,TCGA-AD-A5EK-01A,TCGA-AY-4070-01A,TCGA-AY-4071-01A,TCGA-AY-A54L-01A,TCGA-AZ-4308-01A,TCGA-AZ-4313-01A,TCGA-AZ-4315-01A,TCGA-AZ-4614-01A,TCGA-AZ-4615-01A,TCGA-AZ-4681-01A,TCGA-AZ-4682-01B,TCGA-AZ-4684-01A,TCGA-AZ-6601-01A,TCGA-CA-5256-01A,TCGA-CA-6717-01A,TCGA-CA-6718-01A,TCGA-CK-4951-01A,TCGA-CM-4744-01A,TCGA-CM-4746-01A,TCGA-CM-4747-01A,TCGA-CM-4748-01A,TCGA-CM-4750-01A,TCGA-CM-4752-01A,TCGA-D5-6540-01A,TCGA-NH-A50T-01A,TCGA-NH-A50V-01A,TCGA-QG-A5YV-01A,TCGA-QG-A5YW-01A,TCGA-QG-A5YX-01A,TCGA-QG-A5Z1-01A,TCGA-QG-A5Z2-01A,TCGA-AF-2689-01A,TCGA-AF-2691-01A,TCGA-AF-2692-01A,TCGA-AF-3913-01A,TCGA-AG-3574-01A,TCGA-AG-3582-01A,TCGA-AG-3593-01A,TCGA-AG-3727-01A,TCGA-AG-3728-01A,TCGA-AG-3878-01A,TCGA-AG-3881-01A,TCGA-AG-3882-01A,TCGA-AG-3885-01A,TCGA-AG-3887-01A,TCGA-AG-3890-01A,TCGA-AG-3892-01A,TCGA-AG-3893-01A,TCGA-AG-3894-01A,TCGA-AG-3896-01A,TCGA-AG-3898-01A,TCGA-AG-3901-01A,TCGA-AG-3902-01A,TCGA-AG-3909-01A,TCGA-AG-3999-01A,TCGA-AG-4001-01A,TCGA-AG-4005-01A,TCGA-AG-4007-01A,TCGA-AG-4008-01A,TCGA-AG-4015-01A,TCGA-AG-A002-01A,TCGA-AG-A008-01A,TCGA-AG-A00C-01A,TCGA-AG-A00H-01A,TCGA-AG-A00Y-01A,TCGA-AG-A011-01A,TCGA-AG-A014-01A,TCGA-AG-A015-01A,TCGA-AG-A01L-01A,TCGA-AG-A01N-01A,TCGA-AG-A01W-01A,TCGA-AG-A01Y-01A,TCGA-AG-A020-01A,TCGA-AG-A032-01A,TCGA-EI-6917-01A,TCGA-F5-6814-01A,TCGA-IG-A3I8-01A,TCGA-IG-A3QL-01A,TCGA-IG-A3Y9-01A,TCGA-IG-A3YA-01A,TCGA-IG-A3YB-01A,TCGA-IG-A4P3-01A,TCGA-IG-A4QT-01A,TCGA-IG-A50L-01A,TCGA-IG-A51D-01A,TCGA-IG-A5B8-01A,TCGA-IG-A5S3-01A,TCGA-IG-A97I-01A,TCGA-JY-A93C-01A,TCGA-L5-A43C-01A,TCGA-L5-A43E-01A,TCGA-L5-A43H-01A,TCGA-L5-A43I-01A,TCGA-L5-A43J-01A,TCGA-L5-A43M-01A,TCGA-L5-A4OE-01A,TCGA-L5-A4OF-01A,TCGA-L5-A4OG-01A,TCGA-L5-A4OH-01A,TCGA-L5-A4OI-01A,TCGA-L5-A4OJ-01A,TCGA-L5-A4OM-01A,TCGA-L5-A4ON-01A,TCGA-L5-A4OP-01A,TCGA-L5-A4OR-01A,TCGA-L5-A4OS-01A,TCGA-L5-A4OT-01A,TCGA-L5-A891-01A,TCGA-L5-A8NE-01A,TCGA-L5-A8NN-01A,TCGA-L7-A56G-01A,TCGA-L7-A6VZ-01A,TCGA-LN-A49K-01A,TCGA-LN-A49L-01A,TCGA-LN-A49M-01A,TCGA-LN-A49N-01A,TCGA-LN-A49O-01A,TCGA-LN-A49P-01A,TCGA-LN-A49R-01A,TCGA-LN-A49S-01A,TCGA-LN-A49U-01A,TCGA-LN-A49V-01A,TCGA-LN-A49W-01A,TCGA-LN-A49X-01A,TCGA-LN-A49Y-01A,TCGA-LN-A4A1-01A,TCGA-LN-A4A2-01A,TCGA-LN-A4A3-01A,TCGA-LN-A4A4-01A,TCGA-LN-A4A6-01A,TCGA-LN-A4A8-01A,TCGA-LN-A4MR-01A,TCGA-LN-A5U5-01A,TCGA-LN-A8I1-01A,TCGA-LN-A9FQ-01A,TCGA-V5-A7RC-01B
1715107,0,0.001967,0,0,0,0,0,1.67E-05,1.97E-05,0,0,1.79E-05,0.001918,6.08E-05,0.00028,0,0.000295,0,0,0,0,0,0.004577,0,0,0,0,0,0,0,1.44E-05,0,0.025641,0,0,0,0,0,0.000347,0.000169,0,8.81E-05,8.82E-05,0.007194,6.52E-05,0,1.95E-06,0,0.00029,0,2.08E-05,0.000228,0.000602,0.000312,0,0,0,1.63E-05,0,0.000145,0,9.04E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000273,0,0,0,0,0,0,2.01E-05,0,0,0,0.000944,0.000257,0,0,2.71E-05,0,0,7.75E-05,0,0,0,9.49E-06,0,0,0,0,0,0,0,0,1.59E-05,0,0,0,0,0.000315,0.000192,0,0,0,0,1.35E-05,0,0,0,0,1.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017884,0,0.001099,0,0,0,0,2.91E-05,0,0,0,0.000989,0.007519,0,0,0,0.004348,0,0,0,0,0,0.111111,0,0.000685,0,0,0,0.012804,3.23E-05,0.00018,0.001787,0.013739,0,5.06E-05,0.001597,0,0.011364,0.000851,0.047619,0.003795,0.025,0.000628,0.044248,0.000138,0,0.032432,0,0,0.001946,0.001867,0.000539,0,0,0,0,0.000989,0,0.004525,1.38E-05
1715113,0,0,0,0,0,0,0,0,0,0,7.63E-06,0,0,0,0,0,0.000104,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87E-05,0,0,0,0,0,0,0,0,0,0,5.87E-05,8.82E-05,0,0,0,0,0,4.54E-05,0.000494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16E-05,0,0,0,0,0,0,0,2.71E-05,0,0,3.87E-05,0,0.000362,0,0,0,0,0,0,0,0,0,0,0.000223,0,0,0,0,0,0,0,0,0.050266,0,0,0,0,0,0,4.04E-05,0,0,0.001219,0,0,0,0.000275,0,0,0,0,0,0,0,0,5.37E-05,0.000628,0,0,0,0.000129,0,0.000131,0,0.001473,0.000142,0,0,0.002949,0,0,0.00077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62E-06,0,0,0,0,0,0,0.005682,2.04E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14E-05,0,0,0,0.002561,7.27E-05,0.00018,1.90E-05,0,0,4.82E-06,0,0,0,4.30E-05,0,0,0,0,0,0,0,0,0,0.001946,0,0,0,0,0,0,0,0,0.000299,0,4.56E-05
1715116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000177,0,0,0,0,0,0,0.000304,0.003925,0,4.82E-06,0.002662,0,0,4.30E-05,0,0,0,0.000628,0,0,0,0,0,0,0,0,9.69E-05,0,0,0,0,0.00011,0.001497,0.002262,9.49E-07
1715123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014903,0,0.002198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015748,0,0,0,0,0.406419,0,0,0,0,0,0,0.000513,0,0,7.23E-06,0.001597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75E-05
1715134,0,0.001967,0,0.000125,0,0,0,0,0,0,0,0,0,0,0,0,3.47E-05,0,0.001081,0,0,0.001896,0,0,0,0,0,3.20E-05,0,0,2.87E-05,0,0,0,0,0,0,0,0.000347,0.000179,0,0,0.000118,0,3.26E-05,0,0,0,0.003082,0,0,0.000812,0.000401,0.001093,0,0,0.001127,1.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.03E-06,0,0,0,0,0,0,0,0,0,0.000218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000433,0.000958,0,0,0,0,0,0,0,0,0,0.000194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000824,0,0.003831,0,0,5.83E-06,0,0,0,0.00066,0.007519,0,0.060606,0,0.008696,0,0,0,0,0,0,0,4.57E-05,0,0,0,0,1.61E-05,0,0.000285,0.004907,0,5.54E-05,0.013312,0,0,0.000239,0,0.000759,0,0,0,0,0,0,0.01227,0,0.001946,0.001681,0.002472,0,0,0,0,0.00022,0,0.004525,1.09E-05
1715140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009174,0,0,0,0,0,0,0,0,0.015748,0,0,0,0,2.28E-05,0,0,0,0,0,0,5.70E-05,0,0,7.23E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42E-05,0,0,0,0,0.000439,0,0,0
1715153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28E-05,0,0,0,0,1.61E-05,0,0,0,0,0,0.000532,0,0,0.000172,0,0,0,0,0,0,0,0,0,0.000973,0,0,3.64E-05,0,0,0,0,0.002307,0,0,0
1715161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85E-05,0,0,0,0.00128,0,0,1.90E-05,0.001963,0,9.64E-06,0.00213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004525,2.85E-06
1715164,0,0.0059,0,0,0,0,0,7.63E-06,2.78E-06,0,6.34E-05,0,0,3.04E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000185,2.08E-05,0,0.000803,0.000156,0,0,0,0,0,0,1.03E-05,0,0,0,0,0,0,0,0,0.000105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004348,0,0,0,2.71E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00067,0,0,0,0,0,0,0,0,0,0,0,1.85E-05,0,0.013889,0,0,0,0,0,9.55E-05,0,0,0,0,0,5.37E-05,0,0,0,0,0,0,0,0,0,6.62E-06,0,0,0,0,0,4.51E-06,0,0,0,0,0,0,0,0,0,0,0,0.000256,0,0,0,0,0,0.00055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0,0.000127,0,0,0,0,8.07E-05,0,0.000304,0,0,4.82E-06,0.001597,0,0,0.000129,0,0,0.0125,0,0.00354,0,0,0,0,0.002918,0.001297,0,8.48E-05,0,0,0,0,0.000549,0,0.002262,4.75E-07
1715165,0,0.007866,0,0,0,0,0,1.67E-05,2.53E-05,0,0,0,0,4.56E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48E-05,0,0.000101,0,0,0,0,0,0,0,0,0,0,0,5.88E-05,0,0,0,1.95E-06,0,1.82E-05,3.70E-05,2.08E-05,0,0,0.000156,0,0,0,1.63E-05,0,0,0,0,0,0,0,1.99E-05,2.31E-05,0,0,7.81E-05,0,0,0,0,0,0,0,0,0,0,2.86E-06,0,1.61E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000383,0,0,0,0,2.70E-05,0.000162,0,0,0,0,0,5.54E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003831,0,0,0,0,0,0,0,0,0,0,0,0.004348,0,0,0,0.003226,0,0,0,7.42E-05,0,0,0,0,8.07E-05,0,0.00038,0,0,4.82E-06,0.003195,0,0,8.60E-05,0,0,0.00625,0,0.00354,0,0,0,0,0.000973,0,0,7.88E-05,0,0,0,0,0.000879,0.000299,0.002262,4.75E-07
1715176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77E-05,0,0,0,0,0,0,0.000992,5.67E-05,0.000247,0,0,0,0,0,0,0,0,0,0,0,0.000118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003226,0,0,0,5.71E-05,0,0,0,0,1.61E-05,0,0.000114,0,0,9.64E-06,0.00213,0,0,0.000583,0,0.00038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000599,0,9.49E-07
1715179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018349,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14E-05,0,0,0,0,0,0,0,0,0,4.82E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022,0,0,1.42E-06
1715180,0,0.003933,0,0,0,0,0,2.86E-06,6.48E-06,0,3.82E-06,8.86E-05,0,0,0,0,1.73E-05,0,0.00036,0,0,0,0.011442,0,0,0.039216,0,0,0,0,0,0.000145,0,0,0,0.000245,0,0,0.000694,0.000267,0,2.94E-05,5.88E-05,0.007194,0.000147,0,0,0,0.00049,0,2.08E-05,0,0.000602,0.000312,0,0,0,0,0.00027,9.67E-05,0,0,9.45E-05,0,0,0,2.31E-05,0,0,0.000105,0,0,0,0,0,0,0,0,0,0,3.72E-05,0,8.03E-06,0,0,0,0,0,0,0,2.71E-05,0,0,7.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,3.18E-05,0,0,0,0.001126,0.000473,0.000144,0.000611,0,0,0,8.11E-05,0,0,0,0,8.09E-06,0.015873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008942,0,0.00055,0.00489,0.001916,0,0,6.12E-05,0,0,0,0.00033,0,0,0,0,0,0,0,0,0.012903,0,0,0,0.001045,0,0,0,0.005122,0,0,0.002167,0.012758,0,5.78E-05,0.00639,0,0.011364,0.001147,0,0,0,0.002828,0.035398,0.000103,0,0.059459,0.02454,0.001946,0.000649,0,0.000576,0.003846,0,0.033333,0,0.000769,0,0.00905,2.66E-05
1715183,0,0.021632,0,0,0,0,0,1.48E-05,4.68E-05,0,9.54E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223,0,0,0,0,0,0,0,0,0,0,2.94E-05,2.99E-05,0,0,0,0,0,0.000118,0.000616,0,0,0.000401,0,0,0,0,0,0,0,0,5.78E-05,0,0,0,2.98E-05,2.31E-05,0,0,0.000105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.49E-06,0,0,0.004202,0,0,0,0,0,0,0,0,0,0,0,0.000239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.28E-05,0,0,0,0.005122,9.69E-05,0,0.000209,0.002944,0,2.65E-05,0.002662,0,0,0.000258,0,0.000759,0,0,0.00354,0,0,0,0,0.000973,0,0.000187,8.48E-05,0,0,0,0,0.001648,0,0,9.49E-07
1715207,0,0.0059,0,2.78E-05,0,0,0,2.24E-05,4.63E-06,0,0,0,0,0,0,0,3.47E-05,3.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17E-06,0,0,0,0,0,0,0,0,8.65E-05,0,0,0,0.000201,0.000156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41E-05,0,0.000276,0,0,0,1.84E-05,0,0,0,0,0,0,8.09E-06,0,0,3.92E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000536,1.35E-05,0,0,0,0,0,0,0,0,0,0.000359,0,0.000256,0,0,0,0,0,0,0.00489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000177,0,0,0,0,0,0,0.000361,0.001963,0,2.17E-05,0.003195,0,0,0,0,0.00038,0,0.000628,0,3.44E-05,0,0,0,0,0.003243,0.000373,6.06E-05,0.001923,0,0,0,0.00022,0,0.004525,5.22E-06
1715211,0.000737,0.063913,0,2.78E-05,0,0,0,0.000375,0.000526,0,0,0.000142,0.003835,0,0,0,5.20E-05,0.000835,0.001801,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025641,0,0.000234,0.000122,0.001855,0,0.001591,6.33E-06,0,0,5.88E-05,0.007194,3.26E-05,0,0,0,0.000202,0.000277,6.25E-05,0.000349,0.003513,0,0.006678,0,0,0,0.000811,0,0,0.000104,9.45E-05,0,0.000482,6.96E-05,0.00033,0.000102,0,0.001386,0,0.000697,0,0,0,0.000273,0,0,0,4.67E-06,0,0,8.58E-05,0,0,0,0,0,0,0.001506,6.77E-05,0,0.000218,0,5.47E-05,0.000542,0,6.64E-05,0.000144,0,0,0.006711,0,0,0,0,6.36E-05,0,0.042857,0,0,0.000591,0.00158,0.001833,0,0,0,0.002769,0,0,0,0,0,0,0,3.92E-05,0,0,0,0.00055,0,0,0,0,0,0,0.017241,7.85E-05,0.000134,0.001464,0,0,0,0,0,6.55E-05,0,0.000491,0,0,0,0,0.000142,0,8.58E-05,0.000118,0.000568,0,0.000157,0,0,0,0.010256,0,0,0,0.000512,0,0,2.17E-05,0,0,0,0,0.034483,0,0,6.41E-05,0,0,0,0.00033,0,0,0.020202,0.085106,0.002174,0,0,0,0,0,0,0,0.000264,0,0,0,0.00128,0,0,0.004525,0.002944,0,0.000202,0.009052,0,0,4.30E-05,0,0,0,0,0,0,0,0,0,0,0.005188,0,0,0,0,0,0,0.002087,0.000299,0.002262,7.78E-05
1720194,0.000369,0,0.000202,0.001124,0.003242,0.008871,0,0.00035,0.000933,4.60E-05,0.000803,0.001184,0,0.08244,0.000748,0.000126,1.73E-05,0.000143,0,0.00011,0.002882,0,0,0,0,0,0.000391,3.20E-05,0.000697,0.001248,0.000137,0.000145,0,0.000696,0.001401,0.000857,0,0,0.00052,0.000571,0,0.000392,0.000176,0,8.15E-05,0.000697,0.000794,0,0.000476,0.000391,0.000146,0.000349,0.000903,0.000156,0,0.001225,0,0,0.000405,0.000387,9.28E-05,0,0.000331,0,0.001928,0.000239,0.000579,0.001254,0.000472,0.000102,0,0,3.28E-05,0.000236,0.000342,0.002049,0,0.000165,0,1.48E-05,0.001741,0.000324,9.92E-05,0,0,0,0,0,0.001912,0.000451,8.13E-05,0.009174,0.001835,0,0,0.001989,0,0.00129,0.000647,0,0,0,0,0,0,0,9.54E-05,0,0,0.000132,0,0.001852,0.000766,0.000305,0.004245,3.68E-05,0.000644,0.000351,0.000162,0.000102,0,0,0,0.015873,0.000342,4.78E-05,0,0.004404,0.000561,0,6.63E-05,0,0,0,0,0,0,0.000232,0.000161,0.000836,0.000284,0.00074,0,0.000322,0,0.000131,0,0.001473,0.000295,0,0,0.000349,0.000436,0,0.000347,0.000213,0,0.002286,0.000157,0,0,0.000239,0,0,0,0,0.000256,0,0,0.000152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
