,TCGA-A6-2671-01A,TCGA-A6-2674-01A,TCGA-A6-2676-01A,TCGA-A6-2677-01A,TCGA-A6-2677-01B,TCGA-A6-2678-01A,TCGA-A6-2679-01A,TCGA-A6-2680-01A,TCGA-A6-2681-01A,TCGA-A6-2682-01A,TCGA-A6-2683-01A,TCGA-A6-2684-01A,TCGA-A6-2684-01C,TCGA-A6-3807-01A,TCGA-A6-3808-01A,TCGA-A6-3809-01A,TCGA-A6-3809-01B,TCGA-A6-3810-01A,TCGA-A6-3810-01B,TCGA-A6-5656-01A,TCGA-A6-5656-01B,TCGA-A6-5659-01A,TCGA-A6-5659-01B,TCGA-A6-6141-01A,TCGA-A6-6650-01A,TCGA-A6-6650-01B,TCGA-A6-6780-01A,TCGA-A6-6780-01B,TCGA-A6-6781-01A,TCGA-A6-A565-01A,TCGA-A6-A566-01A,TCGA-A6-A567-01A,TCGA-A6-A56B-01A,TCGA-AA-3494-01A,TCGA-AA-3495-01A,TCGA-AA-3502-01A,TCGA-AA-3509-01A,TCGA-AA-3510-01A,TCGA-AA-3514-01A,TCGA-AA-3516-01A,TCGA-AA-3518-01A,TCGA-AA-3529-01A,TCGA-AA-3534-01A,TCGA-AA-3548-01A,TCGA-AA-3549-01A,TCGA-AA-3553-01A,TCGA-AA-3555-01A,TCGA-AA-3558-01A,TCGA-AA-3664-01A,TCGA-AA-3666-01A,TCGA-AA-3672-01A,TCGA-AA-3675-01A,TCGA-AA-3681-01A,TCGA-AA-3685-01A,TCGA-AA-3688-01A,TCGA-AA-3692-01A,TCGA-AA-3693-01A,TCGA-AA-3715-01A,TCGA-AA-3812-01A,TCGA-AA-3861-01A,TCGA-AA-3947-01A,TCGA-AA-3956-01A,TCGA-AA-3966-01A,TCGA-AA-3968-01A,TCGA-AA-3970-01A,TCGA-AA-3977-01A,TCGA-AA-3994-01A,TCGA-AA-A00N-01A,TCGA-AA-A00Q-01A,TCGA-AA-A00R-01A,TCGA-AA-A00U-01A,TCGA-AA-A00Z-01A,TCGA-AA-A010-01A,TCGA-AA-A01C-01A,TCGA-AA-A01D-01A,TCGA-AA-A01G-01A,TCGA-AA-A01I-01A,TCGA-AA-A01K-01A,TCGA-AA-A01P-01A,TCGA-AA-A01Q-01A,TCGA-AA-A01R-01A,TCGA-AA-A01S-01A,TCGA-AA-A01T-01A,TCGA-AA-A01V-01A,TCGA-AA-A01X-01A,TCGA-AA-A02K-01A,TCGA-AA-A02O-01A,TCGA-AA-A02R-01A,TCGA-AA-A02W-01A,TCGA-AA-A02Y-01A,TCGA-AA-A03F-01A,TCGA-AA-A03J-01A,TCGA-AA-A03J-11A,TCGA-AD-A5EJ-01A,TCGA-AD-A5EK-01A,TCGA-AY-4070-01A,TCGA-AY-4071-01A,TCGA-AY-A54L-01A,TCGA-AZ-4308-01A,TCGA-AZ-4313-01A,TCGA-AZ-4315-01A,TCGA-AZ-4614-01A,TCGA-AZ-4615-01A,TCGA-AZ-4681-01A,TCGA-AZ-4682-01B,TCGA-AZ-4684-01A,TCGA-AZ-6601-01A,TCGA-CA-5256-01A,TCGA-CA-6717-01A,TCGA-CA-6718-01A,TCGA-CK-4951-01A,TCGA-CM-4744-01A,TCGA-CM-4746-01A,TCGA-CM-4747-01A,TCGA-CM-4748-01A,TCGA-CM-4750-01A,TCGA-CM-4752-01A,TCGA-D5-6540-01A,TCGA-NH-A50T-01A,TCGA-NH-A50V-01A,TCGA-QG-A5YV-01A,TCGA-QG-A5YW-01A,TCGA-QG-A5YX-01A,TCGA-QG-A5Z1-01A,TCGA-QG-A5Z2-01A,TCGA-AF-2689-01A,TCGA-AF-2691-01A,TCGA-AF-2692-01A,TCGA-AF-3913-01A,TCGA-AG-3574-01A,TCGA-AG-3582-01A,TCGA-AG-3593-01A,TCGA-AG-3727-01A,TCGA-AG-3728-01A,TCGA-AG-3878-01A,TCGA-AG-3881-01A,TCGA-AG-3882-01A,TCGA-AG-3885-01A,TCGA-AG-3887-01A,TCGA-AG-3890-01A,TCGA-AG-3892-01A,TCGA-AG-3893-01A,TCGA-AG-3894-01A,TCGA-AG-3896-01A,TCGA-AG-3898-01A,TCGA-AG-3901-01A,TCGA-AG-3902-01A,TCGA-AG-3909-01A,TCGA-AG-3999-01A,TCGA-AG-4001-01A,TCGA-AG-4005-01A,TCGA-AG-4007-01A,TCGA-AG-4008-01A,TCGA-AG-4015-01A,TCGA-AG-A002-01A,TCGA-AG-A008-01A,TCGA-AG-A00C-01A,TCGA-AG-A00H-01A,TCGA-AG-A00Y-01A,TCGA-AG-A011-01A,TCGA-AG-A014-01A,TCGA-AG-A015-01A,TCGA-AG-A01L-01A,TCGA-AG-A01N-01A,TCGA-AG-A01W-01A,TCGA-AG-A01Y-01A,TCGA-AG-A020-01A,TCGA-AG-A032-01A,TCGA-EI-6917-01A,TCGA-F5-6814-01A,TCGA-IG-A3I8-01A,TCGA-IG-A3QL-01A,TCGA-IG-A3Y9-01A,TCGA-IG-A3YA-01A,TCGA-IG-A3YB-01A,TCGA-IG-A4P3-01A,TCGA-IG-A4QT-01A,TCGA-IG-A50L-01A,TCGA-IG-A51D-01A,TCGA-IG-A5B8-01A,TCGA-IG-A5S3-01A,TCGA-IG-A97I-01A,TCGA-JY-A93C-01A,TCGA-L5-A43C-01A,TCGA-L5-A43E-01A,TCGA-L5-A43H-01A,TCGA-L5-A43I-01A,TCGA-L5-A43J-01A,TCGA-L5-A43M-01A,TCGA-L5-A4OE-01A,TCGA-L5-A4OF-01A,TCGA-L5-A4OG-01A,TCGA-L5-A4OH-01A,TCGA-L5-A4OI-01A,TCGA-L5-A4OJ-01A,TCGA-L5-A4OM-01A,TCGA-L5-A4ON-01A,TCGA-L5-A4OP-01A,TCGA-L5-A4OR-01A,TCGA-L5-A4OS-01A,TCGA-L5-A4OT-01A,TCGA-L5-A891-01A,TCGA-L5-A8NE-01A,TCGA-L5-A8NN-01A,TCGA-L7-A56G-01A,TCGA-L7-A6VZ-01A,TCGA-LN-A49K-01A,TCGA-LN-A49L-01A,TCGA-LN-A49M-01A,TCGA-LN-A49N-01A,TCGA-LN-A49O-01A,TCGA-LN-A49P-01A,TCGA-LN-A49R-01A,TCGA-LN-A49S-01A,TCGA-LN-A49U-01A,TCGA-LN-A49V-01A,TCGA-LN-A49W-01A,TCGA-LN-A49X-01A,TCGA-LN-A49Y-01A,TCGA-LN-A4A1-01A,TCGA-LN-A4A2-01A,TCGA-LN-A4A3-01A,TCGA-LN-A4A4-01A,TCGA-LN-A4A6-01A,TCGA-LN-A4A8-01A,TCGA-LN-A4MR-01A,TCGA-LN-A5U5-01A,TCGA-LN-A8I1-01A,TCGA-LN-A9FQ-01A,TCGA-V5-A7RC-01B
114652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63E-05,0,0,0,0,0,0,9.44E-05,0,0,5.67E-05,0,0,0,0,0,0,0,0,0,0,4.65E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118748,0,0,0,0,0,0,0,0,0,0.00023,3.82E-06,0,0,0,0,0.00021,0.000503,0,0,0,0,0,0,0,0,0,0,0.000128,6.97E-05,0,1.44E-05,0,0,0,0,0,0,0.000211,0,0,0,2.94E-05,0,0,0,0,0.00018,0,9.08E-06,0,0.000864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109,0,0,0,0,0,0,0.000237,7.87E-05,0,0,0,0,0,9.34E-06,0,0,0.000576,0,0,0,0,0,0,0,6.77E-05,0,0.000218,0,0,0,0,0,0,0,0.008065,0,0,0,0,0,0,0,0.028571,0,0,0,0,0.000611,0,0.002429,0,2.70E-05,0,2.04E-05,0,0,0.000113,0,0,4.98E-05,0,0,0,0,0,0,3.18E-05,0,0,0,0,3.49E-05,0,0,0,0,0,0.000293,0,0,0,0,7.28E-05,0,0.000178,0,0,0,4.51E-06,2.36E-05,0,0,0,0.000698,0,0,0,0,0,0,0,0,0,3.26E-05,0,0,0,0,0,0,0,6.12E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14E-05,0,0,0,0,7.27E-05,0.000359,3.80E-05,0,0,5.78E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21E-05,0,0,0,0,0.00022,0,0,0.000783
131111,0,0,0,0,0,0,0,0,1.85E-06,0,0,0,0,0.000528,0,0,0,0,0,0,0.003842,0,0,0.002973,0,0,0.003323,4.81E-05,0,0,0,0,0,0,0,0,0,0,0,2.22E-05,0,0,0,0,0,0,1.76E-05,0,0,0,0,0,0,0,0,0.102833,0,0,0,4.83E-05,0.041088,0,0,0,0,0.000139,0,0,0.000472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05E-05,0,0,0,0,0,0,0,0.019435,0,0,0,0.002683,0,0,0,0,0,0,0,0,0.000456,0,0,0,0,0,0,0,0,0,0,0,0.000933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133926,0,0,0,0,0,0,0,0,4.63E-06,0.000322,0,0,0,0,0.000187,0,8.67E-05,0,0,0,0.001921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000155,0,4.83E-05,6.19E-05,0,0,0,0,3.98E-05,0,0,0,0,0,0,8.19E-05,0,0,0,0,0,0,6.46E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000362,0,0,7.19E-05,0,0,0,0,0,0,0,3.18E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000146,0,0,0,0,0.003759,0,0,0,0,0,0,0,0,0,0,0,1.71E-05,0,0,0,0,6.46E-05,0,0,0.001963,0,1.69E-05,0,0,0,0.000368,0,0,0,0,0,0,0.001703,0,0,0,0,0.000373,0,0,0,0,0,0.005348,0,0,5.17E-05
134605,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04E-05,0,0,0,0,0,0,0,0,0,0.078956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00328,0.08589,0,0.001447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023737,0,0,0,0,0.00122,0,0,0,0,0,0,0,0,0.005547,0,0,0.009487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004202,0,0,0,0,0,0,0,0,0,0,0,9.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,1.77E-05,0,0,0,0,0.00292,0,3.18E-05,0,0,0,0.008621,0,0,0,0,0,0,0,0.004717,0,0,0,0,0.037484,0,0,0,0,4.51E-06,2.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135080,0,0,0.000101,6.94E-05,0,0,0,0,1.85E-06,9.21E-05,0,0,0,0,0,1.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44E-05,0,0,0,0,0,0,0,0,9.50E-06,0,0,0,0,0.000261,0,7.83E-05,0,7.28E-05,0,0,0,0,0,0,0,0,3.27E-05,0,0,2.06E-05,0,0,0,0,0,0,0,0,0.000288,0,0,0,0,0,0,0,0,0,7.24E-05,5.72E-06,0,0,0,0,0,0,0,0,0,1.35E-05,0,0,0,0,0.000362,0,0,0,0,0,0,0,0,0,0,1.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,5.10E-05,0,0,0,0,9.24E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61E-05,0,1.90E-05,0,0,2.41E-05,0,0,0,0.000674,0,0,0,0,0,0.000653,0,0,0,0,0.001297,0,0.00017,0,0,0,0,0.00022,0,0,0.000195
135082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000418,0,0,0,0,0,0,0,0,0.000391,0,0,0,0,0.000145,0,0,0,0,0,0,0,0,0,0.001982,0,0,0.008771,0,0.000149,0,0.000777,0,0,0,0.001204,0,0,0,0,0.005665,0,0.000604,0,0,0,0,0,9.94E-06,0,5.12E-05,0,0.026355,0,0,1.64E-05,0,0,0,0,0,0,0.000878,0.000373,0,0,0,0,0,0,0,0,0,0.000146,0,0,0.004455,0,0.015913,0,0,0,0,0,0,0,0,0,0,1.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.044696,0,0,0,0,9.24E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149,0,0,0,0,0,0,0.000242,0,0,0,0.001319,0,0,0,0,0,0,0,0,0,0,0,0,7.42E-05,0,0,0,0.00128,0.000186,0,0.000304,0.002944,0,0.000491,0,0,0,0.000411,0,0,0,0,0,0.018667,0.00012,0,0,0,0.000649,0.002614,0.003363,0.009615,0,0,0,0,0,0,0.004994
135083,0,0,0,0,0,0,0,0,0,0,2.88E-05,0,0,0,0,0,0,1.90E-05,0,0,0,0,0,0,0,0,0.00013,0,0,0,1.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000424,0,0,0,9.08E-06,0,0,0,0,0,0,0,0,8.16E-05,0,0,0,0,0,0,0,0,0,0,0,0.000184,0,0,0,0,0,0,0,0,0,5.14E-05,1.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06E-05,0,0,1.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50E-05,0,0,0,0,0.003759,0,0,0,0,0,0,0,0,0,0,0,5.71E-05,0,0,0,0.002561,1.61E-05,0,0.000551,0,0,1.20E-05,0.001065,0,0,0,0,0.000759,0,0,0,0.000172,0,0,0,0.000973,0.000649,0.001867,0.003369,0,0,0,0,0.00011,0,0,0.000115
137732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002981,0,0.000824,0.00978,0,0.013072,0,8.74E-06,0,0,0,0.004288,0.011278,0.042857,0,0,0,0,0,0,0.009677,0,0,0,0.003784,0,0,0,0,0,0,0.006806,0.003925,0,1.20E-05,0.000532,0,0,4.30E-05,0,0,0.0125,0.000314,0,3.44E-05,0,0,0,0,0,0,0,0.001923,0,0,0,0.001428,0,0,1.09E-05
143361,0,0,0,0,0,0,0,2.86E-06,9.26E-07,0.000276,0,0,0,0,0,1.88E-05,3.47E-05,4.82E-05,0,0,0,0,0,0,0,0,0,9.61E-05,0,0,0,0,0,0,0,0.002204,0,0.018088,0,9.50E-06,0,5.87E-05,0.000676,0,0,0,6.55E-05,0.03681,0.000232,0,0.000187,0.000117,0,0,0,0,0,0.000294,0,0,0.000144,0,0,0,0,0.000109,0,0.000102,0.000236,0.000105,0,0,0.01961,0,0,0,0,0,0,4.05E-05,1.58E-05,0,0.000246,0,0,0,0,0,0,0,0.000108,0,0,0,5.47E-05,0,0,9.49E-06,0.000144,0,0,0,0,0,0,0,0.010557,0,0,0,0,0,0.000192,0,0,0.000423,0,2.70E-05,0,0.000143,0.03012,0,0.000429,0.003968,0,0.036568,0,0,0,0,0,0,0,0,0,0.009565,0,0,0,0,0,0,0,6.44E-05,0,0,0,0,0.000166,0,0.001155,0.007385,0,0,5.61E-05,4.73E-05,0,0,0,0.000698,0,0.005732,0,0,0.048688,0,0.000256,0,0,0.003788,0,0,0,0,0,0,0.022727,0.002798,0.008032,0.017391,0,0.00066,0,0,0,0,0,0,0,0,0,0,0,0,5.71E-06,0,0,0,0,6.46E-05,0.000449,0.000114,0,0,0.000658,0,0,0,8.60E-05,0,0.000759,0,0,0,3.44E-05,0.01173,0,0,0,0.001297,0,1.82E-05,0,0,0,0,0.000659,0,0,0.002346
143393,0,0,0,0,0,0,0,0.000281,0.000275,0.000207,0,0,0,0.000304,0,6.28E-06,3.47E-05,6.33E-06,0,0,0.000961,0,0.002288,0,0,0,0,0,0,0,0,0,0,5.35E-05,0,0,0,3.01E-05,0.00052,6.33E-06,0,0,2.94E-05,0,3.26E-05,0,2.54E-05,0,4.54E-06,0,0.000104,0,0.001204,0,0,0,0,1.63E-05,0,0.000193,2.06E-05,0,9.45E-05,0,0,0,0,0,0,0,0,0,5.73E-05,0,0,0,0,0,0,1.71E-05,0,0,0,0,0,0,0,0,0,0,5.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000287,0,0,0,0,5.40E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41E-05,0,0,0,0.001319,0,0,0,0,0.004348,0,0,0,0,0,0,0,0.00016,0,0,0,0,0.047242,0.00018,0.002148,0.001963,0,3.37E-05,0.003195,0,0,0.000755,0,0,0,0,0,0,9.59E-05,0,0.01227,0,0.000649,0.000373,2.42E-05,0,0,0,0,0.004065,0,0,0.000128
147206,0.000369,0,0,5.55E-05,0,0,0,1.57E-05,9.26E-07,0,0,0,0,0,0,0,0,3.30E-05,0,0,0,0,0.002288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33E-06,0,0,0,0,0,0,0,0,0,0,0,0,0.000201,0,0,0,0,0,0,0,3.09E-05,0,0,0,0,0,2.31E-05,2.56E-05,0,0,0,0,0,7.87E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147207,0,0,0,0,0,0,0,7.40E-06,0,0,0,0,0,0,0,0,0,0.010403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001855,0,0,6.33E-06,0,0,0,0,0.000456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99E-05,1.16E-05,0,0.000118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109,0,0,0,0.002049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004614,0,0,0,0,0.001286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42E-05,0,0,0,0,0,0,0.000418,0.006869,0,0,0.001065,0,0,0,0,0,0,0,0,0,0,0,0,0.001946,0.016213,0,0,0.005769,0,0,0,0.00011,0.000599,0.004525,0
150240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013,0,0,0,0,0,0,0,0,0,0,1.50E-05,0,0,0,0,0,0,0,0,1.95E-06,0,9.08E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000145,0,0,0,0,0,2.46E-05,0,0,0,0,0,0,1.56E-06,4.30E-05,0,4.96E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.36E-05,0,0,0,0,0,0,1.62E-05,0,0,1.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000676,0,0,0,0,0,0,0,0,0,1.38E-05,0,5.29E-05,3.54E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154046,0.013643,0,0.004389,0.015489,0.021197,0.0023,0,0.000342,0.000113,0.001864,0.000985,0.070462,0.027804,0.023252,0.004299,0.040018,0.001145,0.005485,0.005043,0.003415,0,0.006635,0,0,0,0,0.010164,1.60E-05,0.008154,0.001248,0.001322,0.000579,0,0.095835,0.000234,0.000367,0.007421,9.02E-05,0.004111,0.365166,0,0.000362,0.001469,0.021583,0.000685,0,0.010357,0,0.007981,0.001469,0.008747,0.004783,0.000401,0.020918,0.003339,0.000153,0,0.014562,0.011081,0.00058,0.00564,0.015344,0.004016,0,0.000723,0.002058,5.78E-05,0.001714,0.004015,0.000234,0,0,0.000516,0.000866,0.009055,0.001776,0,0.002802,0,0.000315,0.004037,0.001316,0.000526,0,0,0,0.004348,0,0,0,8.13E-05,0,0,0,0.003991,0.000542,0,0.002277,0.022033,0.008197,0,0,0,0,0.348255,0,0.001208,0,0,0.038227,0.040541,0.044602,0.008236,0.019243,0.001661,0,0,0.016589,0.003405,0.003787,0,0.000857,0.00021,0,0.000813,0.053646,0,0.002996,0.002009,0.00571,0.002717,0,0.008197,0.006993,0,0.005466,0,0.002743,0.007679,0.000796,0.004964,0.000987,0,0.004758,0,0.000131,0,0.005648,0.005871,0.003332,0,0.082187,5.53E-05,0.002008,0.00277,0.009097,0.000568,0.003429,0,0.01676,0,0,0.010256,0,0.000539,0,0,0.000247,0.007917,0.004614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52E-05,0,0,0,0,0,0,0,0,0,0,0.000135,0,0,0,0,0,0,0,0,3.91E-06,0,0,0,1.04E-05,0,0,0,0,0,0,0,0,0,0.00134,0.002643,0,0,0,1.99E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000362,0,0,0,0,0,0,0,0,0,0,0,0,0,9.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,4.04E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28E-05,0,0,0,0,0,0,0,0,0,2.41E-06,0,0,0,0,0,0,0,0,0,0.001392,0.000792,0,0,0,0.001297,0,6.06E-05,0,0,0,0,0.00033,0,0,3.70E-05
157687,0,0,0.000101,0.000139,0.000499,0.000329,0,9.54E-07,2.06E-05,0.000299,0,8.97E-06,0.001918,0,0,0.004208,0.000208,0.001343,0.072767,0,0,0,0,0,0,0,0.000521,0.001186,0,0,0.000755,0.000434,0,0.005193,0,0,0,0.002526,0,0,0,0,0.000118,0,0.002511,0,4.79E-05,0,7.01E-05,0,0,0,0.000201,0.002888,0,0,0,0.000237,0.000135,4.83E-05,2.06E-05,1.81E-05,0.012238,0,0,0.001272,0,5.12E-05,0,0.001612,0,0,2.46E-05,0.000315,0,0,0,0.000165,0,0.000213,4.87E-05,0,0,0,0,0,0.000472,0,0,0,0,0,0,0.000504,0,0,0,0,0,0,0,0,0,0,0,0,0.000223,0,0,0,0,0,0,0,0,0.000166,0,0.000108,0,0.00049,0,0,8.09E-06,0,0.001857,0.000205,0,0,0,0,0.011215,0.008775,0.000283,0,0,0,0,0.001585,0.000161,0,2.84E-05,0,0,0,0,0,0,0,0,0,0,0,1.38E-05,0,1.35E-05,0,0,0,0,0,0,0,0,0,0,0,0.000384,0,0,1.09E-05,0,0,0.002473,0,0.003831,0,0,0.039971,0.040161,0,0,0.003298,0,0,0,0,0,0,0,0,0,0,0,0.001038,9.13E-05,0,0,0,0.024328,0,0.00018,0.000551,0.010795,0,0.000149,0.001065,0,0,0.000856,0,0,0,0,0,0.000378,0,0,0,0.000973,0,0,9.69E-05,0,0,0,0,0.001538,0,0.00905,3.51E-05
